filing_id,compensation_officers_prog_service,compensation_disq_persons_fundraising,fees_for_other_services_mgmt_general,occupancy_prog_service,year,other_salaries_wages_fundraising,fees_for_mgmt_services_mgmt_general,entertainment_travel_govt_officials_prog_service,benefits_to_members_mgmt_and_general,contributions_grants_revenue,fees_for_mgmt_services_fundraising,other_expenses_a_fundraising,other_expenses_d_mgmt_general,fees_for_lobbying_services_fundraising,compensation_officers_fundraising,other_expenses_b_label,state,grants_us_individuals_fundraising,entertainment_travel_govt_officials_total,zip,fees_for_investment_mgmt_services_prog_service,other_expenses_a_prog_service,other_revenue,other_expenses_b_prog_service,fees_for_fundraising_services_fundraising,num_independent_members,payments_affiliates_mgmt_general,advertising_promotion_total,depreciation_depletion_amortization_prog_service,fees_for_other_services_fundraising,interest_total,other_expenses_c_fundraising,activities_per_region_totals_number_of_offices,mission,grants_foreign_individuals_govt_orgs_total,other_expenses_b_fundraising,other_expenses_d_fundraising,compensation_disq_persons_mgmt_and_general,payroll_taxes_mgmt_general,fees_for_accounting_services_fundraising,compensation_disq_persons_prog_service,num_volunteers,investment_income_revenue,conferences_conventions_prog_service,fees_for_accounting_services_mgmt_general,state_of_domicile,conferences_conventions_mgmt_general,payments_affiliates_fundraising,fees_for_legal_services_mgmt_general,program_service_revenue,payments_affiliates_total,fees_for_legal_services_total,office_expenses_fundraising,other_expenses_c_label,city,it_expenses_prog_service,grants_us_individuals_total,total_number_other_recipient_foreign_orgs_entities,ein,pension_plan_acc_fundraising,conferences_conventions_fundraising,gross_receipts,conferences_conventions_total,fees_for_accounting_services_prog_service,office_expenses_total,travel_mgmt_general,num_employees,it_expenses_fundraising,total_number_recipient_foreign_orgs_listed_as_charities,fees_for_investment_mgmt_services_mgmt_general,grants_us_individuals_prog_service,fees_for_investment_mgmt_services_total,occupancy_fundraising,royalties_prog_service,depreciation_depletion_amortization_total,website,compensation_disq_persons_total,other_expenses_d_label,address,entertainment_travel_govt_officials_mgmt_general,total_functional_expense_fundraising,occupancy_mgmt_general,compensation_officers_total,fees_for_fundraising_services_mgmt_general,interest_prog_service,travel_fundraising,grants_foreign_individuals_govt_orgs_mgmt_and_general,benefits_to_members_total,total_functional_expenses_prog_service,net_assets,payroll_taxes_total,grants_us_govt_orgs_mgmt_and_general,other_salaries_wages_mgmt_general,other_employee_benefits_mgmt_general,occupancy_total,compensation_officers_mgmt_and_general,insurance_fundraising,insurance_mgmt_general,depreciation_depletion_amortization_fundraising,all_other_expenses_fundraising,total_assets,other_expenses_b_mgmt_general,other_expenses_d_total,fees_for_other_services_total,pension_plan_acc_contrib_mgmt_general,fees_for_legal_services_fundraising,interest_fundraising,activities_per_region_totals_number_of_employees,insurance_total,benefits_paid_members_expenses,travel_prog_service,entertainment_travel_govt_officials_fundraising,other_expenses_d_prog_service,fees_for_fundraising_services_total,advertising_promotion_prog_service,other_expenses_c_prog_service,total_liabilities,fees_for_mgmt_services_prog_service,fees_for_lobbying_services_prog_service,pension_plan_acc_contrib_total,fees_for_other_services_prog_service,grants_paid_expenses,all_other_expenses_prog_service,revenue_less_expenses,fees_for_legal_services_prog_service,fees_for_investment_mgmt_services_fundraising,payments_affiliates_prog_service,net_unrelated_biz_taxable_revenue,fees_for_lobbying_services_mgmt_general,payroll_taxes_prog_service,office_expenses_mgmt_general,grants_us_individuals_mgmt_and_general,name,advertising_promotion_mgmt_general,office_expenses_prog_service,other_expenses_a_total,pdf_key,num_voting_members,fees_for_accounting_services_total,advertising_promotion_fundraising,travel_total,all_other_expenses_mgmt_general,grants_us_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_prog_service,fees_for_fundraising_services_prog_service,other_expenses_b_total,other_expenses,year_formation,royalties_total,other_expenses_a_mgmt_general,other_employee_benefits_total,professional_fundraising_fees_expenses,grants_foreign_individuals_govt_orgs_fundraising,total_expenses,other_expenses_c_mgmt_general,total_fundraising_expenses,payroll_taxes_fundraising,all_other_expenses_total,royalties_mgmt_general,total_unrelated_biz_revenue,pension_plan_acc_contrib_prog_service,activities_per_region_totals_total_expenditure,other_employee_benefits_fundraising,salaries_compensation_benefits_expenses,benefits_to_members_fundraising,royalties_fundraising,depreciation_depletion_amortization_mgmt_general,other_salaries_wages_total,fees_for_lobbying_services_total,it_expenses_mgmt_general,benefits_to_members_prog_service,other_expenses_c_total,it_expenses_total,total_functional_expenses_total,grants_us_govt_orgs_fundraising,grants_us_govt_orgs_total,other_salaries_wages_prog_service,insurance_prog_service,other_expenses_a_label,total_revenue,fees_for_mgmt_services_total,job_id,total_functional_expenses_mgmt_general,other_employee_benefits_prog_service,interest_mgmt_general,source_url,index,activities_per_region_subtotal_total_expenditure,split_file,interest_general,file,activities_per_region_subtotal_number_of_offices,activities_per_region_continuation_total_number_of_employees,activities_per_region_subtotal_number_of_employees,activities_per_region_continuation_total_number_of_offices,activities_per_region_continuation_total_total_expenditure
521526916_2009,482757,,6124,295846,2009,149713,,,,3931825,,34583,340,,78292,Novelties b,DC,,,20004,,30797,190333,50881,62250,5,,113175,17328,7920,,15870,,Improving the well-being of American consumers through the promotion and support of economic,,775,82,,6270,2968,,800000,37746,41318,2295,DC,16,,3678,,,165420,122451,Direct mail costs c,Washington,44773,,,521526916,1157,711,4582952,42045,97947,356333,109,0,10034,,,,,85482,,24604,www.freedomworks.org,,Dues,"601 Pennsylvania Avenue, NW, N. Bui 700",,616473,38458,598596,,,7025,,,2746882,2160154,68324,,67356,4804,419786,37547,2708,7305,5018,,2776689,,30166,275451,520,4756,,,25542,,231201,,29744,62250,113082,27548,616535,,,5670,261407,,17232,605275,156986,,,0,,48117,7270,,"FreedomWorks Foundation, Inc.",29,226612,67760,EIN_521526916_YEAR_2009_FORMTYPE_990.pdf,7,103210,64,238335,,,,,51656,2033455,1989,,2380,52347,62250,,3554629,,616473,13937,17232,,0,3993,,10677,1458924,,,2258,733987,,4515,,43418,59322,3554629,,,516918,15529,expenses Miscellaneous a,4159904,,604316d169c865724ce7193a5c8a51f1121aa2e671c838180ee9dc6be2d2956e,191274,36866,,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F52-1526916_990_200912.pdf,,,,,,,,,,
582134253_2008,40609,,28659,2273,2008,23549,,,,2723347,,65102,3759,,32486,miscellaneous,GA,,,30022,,,14089,17818,,6,,888,3084,42639,,7300,,religious education,2532137,134,,,4041,,,10,2387,,,GA,,,,8939,,,1091,printing,ALPHARETTA,,30000,3,582134253,,,2748762,,,20224,6306,4,,0,,30000,,,,16512,www ELAM COM,,TELEPHONE,5755 Northpoint Pkwy No 217,,203803,12878,81217,,,16000,,,2909238,780932,13471,,,1703,15151,8122,,,3084,893,972763,5946,10741,186368,,,,,,0,42597,,6982,,,5835,191831,,,,115070,2593137,3046,-485651,,,,0,,4715,13688,,ELAM MINISTRIES,888,5445,65102,EIN_582134253_YEAR_2008_FORMTYPE_990.pdf,8,,,64903,5416,31000,2532137,,23898,434690,1994,,,17026,0,,3234413,8098,203803,4715,9355,,0,,2532137,6810,206586,,,10344,94872,,,,21233,,3234413,,31000,60114,,events,2748762,,0c8a869b411ae2b45e90e9e63157be435145e0a5b4649f92b31e2b085b76e416,121372,8513,,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F58-2134253_990_200812.pdf,,,,,,,,,,
582134253_2009,86384,,2094,6654,2009,24024,,,,4208236,,14925,2814,,30852,Printing,GA,,,30022,,145128,15253,73911,,6,,1712,6412,36844,11513,415,,STRENGTHEN AND EXPAND THE CHURCH BY TRAINING LEADERS AND WORKERS FOR EFFECTIVE MINISTRY OF THE GOSPEL,3299404,2194,1011,,5756,,,5,2653,,27805,GA,,,,2390,,9829,,Postage c,ALPHARETTA,,30000,1,582134253,,,4228532,,,11804,1930,8,,1,,30000,,3161,,15189,WWW ELAM COM,,Telephone,5755 NORTHPOINT PARKWAY No 217,,151517,3962,123406,,8992,23565,,,4000666,703020,23024,,59290,,13777,6170,,568,4726,0,894001,4553,11105,188656,,,1926,,2839,0,27422,,7280,,1712,16100,190981,,,,149718,3329404,0,-77912,9829,,,0,,11512,9610,,ELAM MINISTRIES,,2194,161253,EIN_582134253_YEAR_2009_FORMTYPE_990.pdf,8,27805,,52917,8000,,3299404,,80658,632437,1994,,1200,,0,,4306444,5087,151517,5756,8000,,0,,3299403,,344603,,,4051,198173,,,,21602,,4306444,,,114859,2271,Events,4228532,,28c87767199c0f1c3692386bc8665fcce4c9e41d229207b4f73aed7ce8fc0bc2,154261,,595,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F58-2134253_990_200912.pdf,,,,,,,,,,
582134253_2010,86256,,6032,6419,2010,73340,,,,4179042,,,,,6161,Miscellaneous,GA,,,30022,,,-128174,1950,,6,,,14002,34326,12851,,,Strengthen and expand the Church by training leaders and workers for effective ministry of the Gospel,3306639,795,,,6560,,,11,2070,,,GA,,,18687,15015,,26964,11330,c,Alpharetta,,30000,0,582134253,,,4196127,,41998,94069,32251,8,,2,,30000,,2200,,20004,elamcom,,d,5755 Northpoint Parkway No 217,,184359,3701,121598,,8995,44845,,,3867871,534476,30132,,38022,2036,12320,29181,,1209,3001,,1516585,1264,,160267,,,1929,0,2805,0,7813,,,,,,982109,,,,119909,3343639,,-168544,8277,,,0,,17551,27701,,Elam Ministries,,55038,12695,EIN_582134253_YEAR_2010_FORMTYPE_990.pdf,8,41998,,84909,,7000,3306639,,4009,472891,1994,,12695,4365,0,,4236497,,184359,6021,,,0,,3306639,411,419967,,,3001,263872,,,,,,4236497,,7000,152510,1596,Uncollected pledges,4067953,,c6f4a10f7672d5866f02122a3557e925dc5a3b41d14717419a610493da658022,184267,1918,1927,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F58-2134253_990_201012.pdf,,,,,,,,,,
383071514_2009,512059,0,16457,16133235,2009,1876810,0,0,,19304411,0,3723,0,0,85769,Contracted Goods and Services,,,0,,0,7484791,29846982,2240023,938,4,0,699700,5516891,31429,0,0,1,"Institution of Higher Education: a) To engage in vigorous liberal arts education that promotes life long Christian service, b) To produce substantial, challenging art and scholarship, c) To perform all our tasks as a caring and diverse educational community.",1251286,0,0,0,139245,0,0,6,14866016,756882,106585,MI,68936,0,195506,121280058,0,195506,356584,Campus Store Purchases,,949144,27964074,2008,383071514,158372,607166,238730803,1432984,0,4101130,71142,5,40400,2008,428603,27964074,428603,53652,0,5559362,Name,0,"Tution, Room & Board", ,0,,59055,911132,,0,145394,,0,139570064,,3557706,,1495729,342127,16245942,313304,0,113834,22451,0,434467042,0,1638142,1593359,125141,0,0,9,163559,,4230778,0,1638142,938,662981,2150141,191976130,0,0,3806497,1545473,29846982,1244496,8073025,0,0,0,0,0,3267069,143908,,"Exempt From Income Tax Under section 501(c), 527, or 4947(a)(1) of the Internal Revenue Code (except black lung benefit trust or private foundation) 200906 Department of the Treasury The organization may have to use a copy of this return to satisfy state reporting requirements Internal Revenue Service For the 2008 calendar year, or tax year beginning 07/01 2008, and ending C Name of organization CALVIN COLLEGE B Check if applicable Please use IRS",2478,3600638,7505006,EIN_383071514_YEAR_2009_FORMTYPE_990.pdf,3,106585,34241,4447314,0,631622,1251286,,2240023,51274331,1991,0,16492,9182595,,,147377460,0,,151392,1244496,0,1389806,3522984,3888678,389589,66255209,,0,20020,48797279,0,36479,0,2150141,1026023,147377460,,631622,45424740,49725,Food Contract,,0,19e596ee1cf342278ec9a0bcd9a098635d3d2496ba08fd01093a826296cb90a4,3695041,8450879,0,https://projects.propublica.org/nonprofits/download-filing?path=2016_03_EO%2F38-3071514_990_200906.pdf,,,,,,,,,,
383071514_2010,482968,0,7730,16501317,2010,1663434,0,0,,20200036,0,3083,0,0,182499,Campus Store Purchases,MI,,0,64301,0,7314154,0,1990830,0,31,0,647043,6239311,23393,142040,0,1,"Institution of Higher Education a) To engage in vigorous liberal arts education that promotes life long Christian service, b) To produce substantial, challenging art and scholarship, c) To perform all our tasks as a caring and diverse educational community",1059856,0,0,0,135371,0,0,350,6330239,1638328,120011,MI,44525,0,181844,123812609,0,181844,304951,Contracted Goods and Services,Burton St,1098605,30846111,0,383071514,147212,163501,194037149,1846354,0,3536573,66329,3687,42545,7,251654,30846111,251654,62783,0,6288268,www.calvin edu,0,Books and Periodicals,3201 Burton St SE,0,3370622,60701,1102248,,142040,134963,,0,144790987,250841898,3570060,,1384298,385444,16624801,436781,0,103451,25879,62336,443459193,0,1246516,1645989,119063,0,0,9,149574,0,4529324,0,1246516,0,627817,1938643,192617295,0,0,4045216,1614866,32376911,430452,-1355794,0,0,0,0,0,3297099,143984,,CALVIN COLLEGE,937,3087638,7336054,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,31,120011,18289,4730616,0,470944,1059856,,1990830,50363799,1991,0,18817,10819571,0,,151698678,11830,3370622,137590,492788,0,1164388,3778941,3481332,398164,68957968,,0,23078,49420873,0,41221,0,1950473,1182371,151698678,,470944,46373141,46123,Food a Contract,150342884,0,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,3537069,10035963,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,,,,,,,,,,
541586817_2008,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541586817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EIN_541586817_YEAR_2008_FORMTYPE_990.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dea71f35be3f7da2ebbb40b7376ac330b67f68eefca65f6c7ecd5bd777310cb,,,,https://projects.propublica.org/nonprofits/download-filing?path=2008_11_EO%2F54-1586817_990_200803.pdf,,,,,,,,,,
541586817_2010,1247306,,,92404,2010,,,,,13291865,,,27316,,,telephone & utilities,VA,,,23464,,213750,93815,66366,,1,,46877,37489,,,,2,"The Center is committed to ensuring the ongoing viability of freedom and liberty in the US and around the world by focusing on US constitutional, European Union and human rights law, the Center and its affiliated organizations are dedicated to the concept that freedom and liberty are universal, God-given and inalienable rights that must be protected",1435920,,,,44938,,,2,-10251,91202,,VA,,,35626,0,,2712272,,DATA MANAGEMENT,VIRGINIA BEACH,,,2,541586817,,,13815820,91202,,93698,15205,102,,2,,,,,,50049,acljorg,,maintenance,1333 Regent University Drive No 101,,0,230933,1596870,,,,,,11743627,916509,165459,,636891,216067,323337,349564,,14497,,,1695438,20037,60838,,13095,,,0,121277,0,1131016,,33522,,46230,83928,778929,,27524,61095,,3174623,46263,-45089,2676646,,,0,,120521,35005,,AMERICAN CENTER FOR LAW & JUSTICE DBA AMERICAN CENTER FOR LAW & JUSTICE NATL,647,58693,213750,EIN_541586817_YEAR_2010_FORMTYPE_990.pdf,3,,,1146221,10114,1738703,1435920,,86403,5262683,1990,,,547529,0,,13420518,,0,,56377,,0,48000,1435920,,4983212,,,12560,2612259,27524,,,83928,,13420518,,1738703,1975368,106780,consulting services,13375429,,3235bdec2bc55e12c88498e7f41337fbb6da9568ce30e9bdd8e0467774b11fb4,1676891,331462,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F54-1586817_990_201003.pdf,,,,,,,,,,
953298239_2009,820090,,,321332,2009,196222,,,,6093799,,9388,2576,,159310,MANUFACTURING AND DISTR,CA,,,90034,,778371,,541835,,18,,302152,82298,,,24330,,"TO ADVANCE A FREE SOCIETY BY DEVELOPING, APPLYING, AND PROMOTING LIBERTARIAN PRINCIPLES INCLUDING",,274,38620,,11700,1700,,0,78392,,850,CA,,,1264,779086,,23291,13084,PRINTED MATERIAL c,LOS ANGELES,,,,953298239,,,7350862,,14450,87441,1021,44,,,,,,38306,,97921,WW.REASON.ORG,,SHIPPING d POSTAGE AND,3415 S. SEPULVEDA BOULEVARD 400,,636875,19254,1064900,,,43088,,,5830283,3468569,223250,,95013,8350,378892,85500,6233,3121,10383,4026,4463208,125,94186,,,2463,,,59151,3582791,212277,,52990,,279600,117418,994639,,,,,,77581,202663,19564,,,0,,189325,885,,THE REASON FOUNDATION,60,73472,789533,EIN_953298239_YEAR_2009_FORMTYPE_990.pdf,20,17000,22492,256386,2191,,,,542234,3129617,1978,,1774,157179,,,6712408,,636875,22225,83798,,139490,,,16797,,,,5240,2137462,,,,141748,,6712408,,,1846227,49797,CONTRACT SERVICES a,6915071,,0a38a11ea4b433644fa535e11c5ec7e4b5f38869ce0d45d079f2a126278bbfa8,245250,132032,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F95-3298239_990_200909.pdf,,,,,,,,,,
953298239_2010,886442,,,327604,2010,221713,,,,6399733,,12094,2345,,185175,MANUFACTURING AND DISTR,CA,,,90034,,751550,,524936,,18,,256514,57295,,,50746,,". TO ADVANCE A FREE SOCIETY BY DEVELOPING, APPLYING, AND PROMOTING LIBERTARIAN PRINCIPLES INCLUDING",,15,5099,,11846,2035,,0,50137,,925,CA,,,2133,768335,,41379,11384,POSTAGE AND SHIPPING c,LOS ANGELES,,,,953298239,,,7339087,,15540,85590,2744,40,,,,,,42558,,68403,REASON.ORG,,ON-LINE SERVICES d,3415 S. SEPULVEDA BOULEVARD 400,,758154,18727,1164336,,,74583,,,5863318,3936590,242921,,79454,8387,388889,92719,6249,2672,7662,6761,4836507,,78520,,,4663,,,54028,,268686,,71076,,233317,53833,899917,,,,,,61660,332222,34583,,,,,205248,1581,,THE REASON FOUNDATION,,72625,769449,EIN_953298239_YEAR_2010_FORMTYPE_990.pdf,20,18500,23197,346013,3861,,,,524951,3092166,1978,,5805,169713,,,6863788,2372,758154,25827,72282,,125514,,,18973,3771622,,,3446,2194652,,,,106951,,6863788,,,1893485,45107,CONTRACT SERVICES a,7196010,,9f8e96cde28170c8deb5fcf797018bee3588c2d8cb13329b4aae4f277af87e03,242316,142353,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F95-3298239_990_201009.pdf,,,,,,,,,,
201808567_2010,,,,12547,2010,28175,,,,606769,,3186,285,,,RESEARCH MATERIALS,OX,,,98646,,5475,,3660,,12,,6800,3638,,47,937,,SEE SCHEDULE o,,2129,702,,1982,480,,,1356,5904,195,TN,1395,,,,,,3194,TELEPHONE EXPENSE,NASHVILLE,10811,,,201808567,,3435,608125,10734,825,9981,2202,8,6290,,,,,7300,,3638,BEACONTN. ORG,,MISCELLANEOUS EXPENSE,P.O. BOX 198646,,69332,2966,,,26,5421,,140282,263085,,15249,,11447,,22813,,470,191,,542,283244,865,2194,,,,15,,1469,140282,9317,,1207,,3740,1611,0,,,,,,931,247543,,,,0,,8387,1297,,BEACON CENTER OF TENNESSEE,884,5490,9955,EIN_201808567_YEAR_2010_FORMTYPE_990.pdf,12,1500,2176,16940,220,,,,6654,117003,2005,,1294,,,,360582,381,69332,4880,1693,,,,,,103297,,,,88048,,2555,140282,2929,19656,360582,,,48426,808,LICENSE & DUES a,608125,,55ab9ad0aa23f70c230815deafc1be50c51057ac288d49c2b5cdd21671cc8635,28165,,6,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F20-1808567_990_201012.pdf,,,,,,,,,,
811415662_2020,124798,,72382,205939,2020,125612,,,,4245304,,,1053,,,EVENTS,CO,,,80246,,155113,0,81610,10124,4,,56409,112387,,,1484,,"DEVELOP AND SUPPORT AN INNOVATIVE, SUSTAINABLE YOUTH APPRENTICESHIP SYSTEM.",,,451,,19888,,,6,3504,465,37625,CO,515,,,990880,,7125,29,PAYROLL PROCESSING,,75010,,,811415662,4084,,5239688,980,,3206,1684,5,3309,,,,,9086,,116624,WWW.CAREERWISECOLORADO.ORG/,,STAFF TRAINING AND DEVE,400 S COLORADO BLVD NO 700,,176886,21200,124798,,,,,,3993228,4205648,217335,,242847,20636,236225,,424,990,1271,51,5034238,,11735,407221,7895,,,,11035,0,52573,,10231,10124,55031,26994,828590,,22903,86273,334839,99666,1228,626174,7125,,,0,,187160,1624,,CAREERWISE COLORADO,1378,1553,155113,EIN_811415662_YEAR_2020_FORMTYPE_990.pdf,3,37625,,54257,126,99666,,,81610,1320861,2016,,,225501,10124,,4613514,2869,176886,10287,1405,,0,74294,,10674,3182863,,,2966,2528956,22903,7722,,31347,86041,4613514,,99666,2160497,9621,CURRICULUM DEVELOPMENT a,5239688,,033ec22a32e5d1d727e480c6e36f21b97ffb99582c88c016e733a3fb71d8d366,443400,194191,,,,,,,,,,,,
620465076_2009,,,,1684245,2009,1390974,,,,8609289,,18767,161456,,,REPAIRS & MAINTENANCE,TN,,0,37203,,1982391,4532947,1850012,,47,,1321792,5446364,,,4887,,"BELMONT UNIVERSITY IS A PRIVATE, COEDUCATIONAL INSTITUTION FOCUSED PRINCIPALLY ON UNDERGRADUATE AND POST-GRADUATE EDUCATIO TO THE INTEGRATION OF CHRISTIAN FAITH AND PRACTICE WITH ACADEMIC EXCELLENCE",0,16,21994,,594871,,,,-436023,,74200,TN,,,38200,120389593,0,38200,105380,EQUIPMENT,NASHVILLE,,16258759,,620465076,8751,53971,157653357,53971,,1971428,175179,2651,,,,16258759,0,15456,,5899751,www BELMONT EDU,0,DUES AND SUBSCRIPTIONS,1900 BELMONT BLVD,,,4451393,1626770,,2806531,16131,,0,,198848999,3429000,,,1270672,6151094,1626770,,2146387,,127040,300890612,609836,2058977,0,254804,,,,4292774,0,2613818,,1875527,0,1295007,1696934,102041613,,,1469211,,16258759,627071,16483169,,,,-1102216,,2736822,224461,,BELMONT UNIVERSITY,268,1641587,3271968,,47,74200,26517,2805128,569129,,,,2459864,42625393,1951,0,1270810,3252882,0,,116612637,539760,,97307,1323240,,667214,1205656,,267995,57728485,,,453387,47950622,0,,,2241581,0,,,0,40458562,2146387,PROFESSIONAL/CONTRACT SERVICES,133095806,0,2c9ff8fc3d8256bc7b2885479ca5be5e08a7dfeb1fba09308abe33957d924abb,,1714215,,https://projects.propublica.org/nonprofits/download-filing?path=2010_05_EO%2F62-0465076_990_200905.pdf,0,,"['EIN', '620465076', 'YEAR', '2009', 'FORMTYPE', '990.pdf']",2806531,EIN_620465076_YEAR_2009_FORMTYPE_990.pdf,,,,,
620465076_2010,1183155,,,1014009,2010,1475822,,,,5856246,,,349064,,,DUES AND SUBSCRIPTIONS,TN,,0,37203,,1751713,4298468,1957181,,46,,1291576,5782953,,2568913,28300,,"BELMONT UNIVERSITY IS A PRIVATE, COEDUCATIONAI INSTITUTION FOCUSED PRINCIPALLY ON UNDERGRADUATE AND POST-GRADUATE EDUCATION TO THE INTEGRATION OF CHRISTIAN FAITH AND PRACTICE WITH ACADEMIC EXCELLENCE",0,7729,4282,,641377,,,800,1011155,8056,80050,TN,759,,53221,134513022,0,53221,105453,PROFESSIONAL/CONTRACT SERVICES c,NASHVILLE,,19045578,,620465076,9100,31292,161038426,40107,,1811050,197203,2650,,,,19045578,0,16799,,6269519,www BELMONT EDU,0,EQUIPMENT,1900 BELMONT BLVD,,2276377,3703624,2903429,,2568913,12911,,0,97449897,233079386,3693057,,6669069,2437753,4734432,1720274,,369740,,141159,354831961,34253,1450759,0,274561,,,,739480,0,2942442,,1097413,0,1270323,1120861,121752575,,,1582801,,19045578,601391,26020706,,,,-1321202,,2950783,178732,,BELMONT UNIVERSITY,262,1526865,2329146,EIN_620465076_YEAR_2010_FORMTYPE_990.pdf,46,80050,20991,3152556,545821,,,,1999163,35539285,1951,0,577433,6010575,0,,119658185,718527,2276377,100897,1288371,,377743,1299140,,284145,65073322,,,486566,50883460,0,,,1867688,0,119658185,,0,42738569,369740,REPAIRS &MAINTENANCE a,145678891,0,3f16709114c946058022da0e462117b2fe1df34a0152f7d502b1faf15b54a3fd,19931911,3288677,,https://projects.propublica.org/nonprofits/download-filing?path=2011_04_EO%2F62-0465076_990_201005.pdf,,,,,,,,,,
464064705_2019,164974,0,1983,,2019,39658,,,,1018545,,5270,,,66369,RECRUITING FEES & EXPENSES,PA,,,19004,,73779,165353,18217,,4,,798,17793,,,875,,TO EQUIP YOUTH WITH SKILLS TO BE BETTER DECISION MAKERS THROUGHOUT THEIR LIVES.,,6613,,0,19335,,0,6,1259,1962,16200,PA,,,4424,,,4424,350,COMPUTER EXPENSE,,,,,464064705,4301,,1335299,1962,,6997,4260,5,,,,,,,,35586,ALLIANCEFORDECISIONEDUCATION.ORG/,0,PROGRAM MATERIALS & SUPPORT,,,151647,,366229,,,4261,,,677957,277901,58237,,119867,31711,,134886,1202,2887,,1460,313476,10995,13608,1983,10333,,,,8697,,8521,,13608,,559,14759,35575,,,31123,,7050,7622,-54422,,,,0,,30854,1749,,,199,4898,105399,EIN_464064705_YEAR_2019_FORMTYPE_990.pdf,3,16200,40,17042,2477,7050,,,35825,280240,2013,,26350,95514,,,1239579,4526,151647,8048,11559,,0,16489,,13200,952289,,,17793,401186,,,,20160,,1239579,,7050,241661,4608,RENT EXPENSE,1185157,,6b444c20c616ff2d51c7d0f90bef00cbd854d1edbdb669f345dfda308aaeab79,409975,50603,,,,,,,,,,,,
541660459_2009,1580531,,1166,742814,2009,1464141,85605,,,28038171,147217,33402,4,,272614,Resource materials,AZ,,0,85260,,139931,1751165,140721,,11,,5547334,733773,24110,0,39140,,"To defend the right to hear and speak the Truth through strategy, training, funding and litigation The Company exists to defend, protect and affirm religious freedom, the sanctity of life, traditional marriage and the family",62875,6824,3,,39570,3541,,468,338178,1829964,4721,VA,36191,,1069,0,0,8976,89576,Receipt processing,Scottsdale,,680050,3,541660459,39245,467798,30508953,2333953,3541,480970,58135,180,,3,,680050,0,91543,,960483,wwwalliancedefensefundorg,0,Litigation/court related fees,15100 North 90th Street,,4624645,27760,2198412,,,263917,,0,23839906,31980556,714978,,,63082,862117,345267,16366,15391,175191,209818,34119291,2753,200792,387339,20132,1399,,1,107414,0,1339123,,200785,0,4213382,186800,2138735,608675,,311807,362063,1830171,103874,-34381,6508,,,,,561329,26472,,Alliance Defense Fund Inc,448877,364922,183250,EIN_541660459_YEAR_2009_FORMTYPE_990.pdf,11,11803,885075,1661175,61981,1087246,62875,,150298,14733211,1993,0,9917,1290222,0,,30161895,20531,4624645,114079,375673,,0,252430,218495,217600,13598513,,,51519,9083094,0,,,246471,0,30161895,,1087246,7267024,75657,Telephone,30127514,841497,1fc41d614519df07a003a2ae87174aedae6cf4d3406d366424be530ddca585e6,1697344,1009540,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F54-1660459_990_200906.pdf,,,,,,,,,,
