filing_id,ein,pdf_key,job_id,year,name,address,city,state,zip,website,gross_receipts,year_formation,state_of_domicile,mission,num_voting_members,num_independent_members,num_employees,num_volunteers,total_unrelated_biz_revenue,net_unrelated_biz_taxable_revenue,contributions_grants_revenue,program_service_revenue,investment_income_revenue,other_revenue,total_revenue,grants_paid_expenses,benefits_paid_members_expenses,salaries_compensation_benefits_expenses,professional_fundraising_fees_expenses,total_fundraising_expenses,other_expenses,total_expenses,revenue_less_expenses,total_assets,total_liabilities,net_assets,grants_us_govt_orgs_total,grants_us_govt_orgs_prog_service,grants_us_govt_orgs_mgmt_and_general,grants_us_govt_orgs_fundraising,grants_us_individuals_total,grants_us_individuals_prog_service,grants_us_individuals_mgmt_and_general,grants_us_individuals_fundraising,grants_foreign_individuals_govt_orgs_total,grants_foreign_individuals_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_mgmt_and_general,grants_foreign_individuals_govt_orgs_fundraising,benefits_to_members_total,benefits_to_members_prog_service,benefits_to_members_mgmt_and_general,benefits_to_members_fundraising,compensation_officers_total,compensation_officers_prog_service,compensation_officers_mgmt_and_general,compensation_officers_fundraising,compensation_disq_persons_total,compensation_disq_persons_prog_service,compensation_disq_persons_mgmt_and_general,compensation_disq_persons_fundraising,other_salaries_wages_total,other_salaries_wages_prog_service,other_salaries_wages_mgmt_general,other_salaries_wages_fundraising,pension_plan_acc_contrib_total,pension_plan_acc_contrib_prog_service,pension_plan_acc_contrib_mgmt_general,pension_plan_acc_fundraising,other_employee_benefits_total,other_employee_benefits_prog_service,other_employee_benefits_mgmt_general,other_employee_benefits_fundraising,payroll_taxes_total,payroll_taxes_prog_service,payroll_taxes_mgmt_general,payroll_taxes_fundraising,fees_for_mgmt_services_total,fees_for_mgmt_services_prog_service,fees_for_mgmt_services_mgmt_general,fees_for_mgmt_services_fundraising,fees_for_legal_services_total,fees_for_legal_services_prog_service,fees_for_legal_services_mgmt_general,fees_for_legal_services_fundraising,fees_for_accounting_services_total,fees_for_accounting_services_prog_service,fees_for_accounting_services_mgmt_general,fees_for_accounting_services_fundraising,fees_for_lobbying_services_total,fees_for_lobbying_services_prog_service,fees_for_lobbying_services_mgmt_general,fees_for_lobbying_services_fundraising,fees_for_fundraising_services_total,fees_for_fundraising_services_prog_service,fees_for_fundraising_services_mgmt_general,fees_for_fundraising_services_fundraising,fees_for_investment_mgmt_services_total,fees_for_investment_mgmt_services_prog_service,fees_for_investment_mgmt_services_mgmt_general,fees_for_investment_mgmt_services_fundraising,fees_for_other_services_total,fees_for_other_services_prog_service,fees_for_other_services_mgmt_general,fees_for_other_services_fundraising,advertising_promotion_total,advertising_promotion_prog_service,advertising_promotion_mgmt_general,advertising_promotion_fundraising,office_expenses_total,office_expenses_prog_service,office_expenses_mgmt_general,office_expenses_fundraising,it_expenses_total,it_expenses_prog_service,it_expenses_mgmt_general,it_expenses_fundraising,royalties_total,royalties_prog_service,royalties_mgmt_general,royalties_fundraising,occupancy_total,occupancy_prog_service,occupancy_mgmt_general,occupancy_fundraising,travel_total,travel_prog_service,travel_mgmt_general,travel_fundraising,entertainment_travel_govt_officials_total,entertainment_travel_govt_officials_prog_service,entertainment_travel_govt_officials_mgmt_general,entertainment_travel_govt_officials_fundraising,conferences_conventions_total,conferences_conventions_prog_service,conferences_conventions_mgmt_general,conferences_conventions_fundraising,interest_total,interest_prog_service,interest_mgmt_general,interest_fundraising,payments_affiliates_total,payments_affiliates_prog_service,payments_affiliates_mgmt_general,payments_affiliates_fundraising,depreciation_depletion_amortization_total,depreciation_depletion_amortization_prog_service,depreciation_depletion_amortization_mgmt_general,depreciation_depletion_amortization_fundraising,insurance_total,insurance_prog_service,insurance_mgmt_general,insurance_fundraising,other_expenses_a_label,other_expenses_a_total,other_expenses_a_prog_service,other_expenses_a_mgmt_general,other_expenses_a_fundraising,other_expenses_b_label,other_expenses_b_total,other_expenses_b_prog_service,other_expenses_b_mgmt_general,other_expenses_b_fundraising,other_expenses_c_label,other_expenses_c_total,other_expenses_c_prog_service,other_expenses_c_mgmt_general,other_expenses_c_fundraising,other_expenses_d_label,other_expenses_d_total,other_expenses_d_prog_service,other_expenses_d_mgmt_general,other_expenses_d_fundraising,all_other_expenses_total,all_other_expenses_prog_service,all_other_expenses_mgmt_general,all_other_expenses_fundraising,total_functional_expenses_total,total_functional_expenses_prog_service,total_functional_expenses_mgmt_general,total_functional_expense_fundraising,activities_per_region_totals_number_of_offices,activities_per_region_totals_number_of_employees,activities_per_region_totals_total_expenditure,total_number_recipient_foreign_orgs_listed_as_charities,total_number_other_recipient_foreign_orgs_entities
362428692_2010,362428692,EIN_362428692_YEAR_2010_FORMTYPE_990.pdf,,2010,Awana Clubs International,1 East Bode Rd,Streamwood,IL,60107,www awana org,40499683,1965,IL,Christian Youth Ministry,11,9,314,1780,0,0,9917862,3079227,13519,19544557,32555165,5454226,0,15681509,0,746817,9246520,30382255,2172910,20509775,3345394,17164381,5447226,5447226,,,7000,7000,,,,,,,,,,,351763,105529,35176,211058,,,,,12365400,10620785,1669652,74963,,,,,2380486,2000039,337073,43374,583860,447014,116255,20591,,,,,106374,,106374,,56527,,56527,,,,,,,,,,,,,,586940,412860,145528,28552,665773,630964,28872,5937,697923,650427,45363,2133,1816332,1458801,206654,150877,,,,,547064,372210,149571,25283,1419230,1344858,66694,7678,,,,,1217778,1192594,21275,3909,46298,4630,37038,4630,,,,,713387,499371,142677,71339,479195,568,478627,,FEES & DUES a,434547,140771,235120,58656,POSTAGE,260402,200700,22168,37534,MISCELLANEOUS,198750,104776,93671,303,d,,,,,,,,,30382255,25641123,3994315,746817,,,,,
351835273_2009,351835273,EIN_351835273_YEAR_2009_FORMTYPE_990.pdf,,2009,"may have to use a copy of this return to satisfy state reporting requirements. For the 2008 calendar year, or tax year beginning October 1 2008, and ending September 30 Please c Name of organization Peter Deyneka Russian Ministries use IRS",type. 218 W Willow Ave 2nd Floor See Specific,Wheaton,IL,60187,,,1991,IL,"planting, church growth and humanitarian assistance in the former Soviet Union by developing creative and strategic partnerships between nationals and Western Christians.",3,4,5,6,,,1967215,,23956,95524,2086695,1020478,456311,,,236042,446527,1923316,163379,1899321,78049,1821272,62336,62336,,,,,,,958142,958142,,,,,,,169796,57730,18678,93388,,,,,235158,51211,141692,42255,819,,819,,28390,8293,10961,9136,22148,,22148,,16516,0,16516,,1457,,1457,,22597,,22597,,,,,,,,,,,,,,141416,37240,46789,57387,,,,,58804,6664,45577,6563,9000,,9000,,,,,,79399,,79399,,69181,24844,17265,27072,,,,,,,,,,,,,,,,,23787,,23787,,8792,,8792,,Dues/Subscriptions/Memberships a,5436,122,5273,41,miscellaneous b,10142,6095,3847,200,c,,,,,d,,,,,,,,,1923316,1212677,474597,236042,,,918642,501,2
351835273_2010,351835273,EIN_351835273_YEAR_2010_FORMTYPE_990.pdf,,2010,"may have to use a copy of this return to satisfy state reporting requirements Internal Revenue Service A For the 2009 calendar year, or tax year beginning October 1 2009, and ending September 30 c Name of organization Peter Deyneka Russian Ministries Check if applicable Please use IRS",Name change 'type See 218 W Willow Ave 2nd Floor Specific,Wheaton,IL,60187,,1829888,1991,IL,"To promote indigenous evangelism, church- planting, church growth and humanitarian assistance in the former Soviet Union by developing creative and strategic partnerships between nationals and Western Christians.",3,4,5,6,5334,5334,1672951,,-294,41992,1714649,1047015,,574158,,,456448,2077621,-362972,1609511,151211,1458300,22.600,22600,,,,,,,1024415,1024415,,,,,,,259291,207982,12425,38884,,,,,237872,51084,143843,42945,8715,0,8715,0,44326,24750,14485,5091,23954,0,23954,0,1863,0,1863,0,4331,,4331,,20305,0,20305,0,,,,,,,,,,,,,145552,50615,5900,89037,,,,,66219,7694,57152,1373,7000,0,7000,0,,,,,21577,0,21577,0,143467,82003,33318,28146,,,,,2025,212,1775,38,11,0,11,0,,,,,23152,0,23152,0,12122,-481,12122,481,Dues/Subscriptions/Memberships a,5552,1373,4062,117,Miscellaneous b,3272,-925,4197,0,c,,,,,d,,,,,,,,,2077621,1471322,400187,206112,,,,,
221904427_2009,221904427,,,2009,,,"+ 4 tions. City, town or country Elizabeth",NJ,07202,wWw.uwguc.org,6044069,,NJ,See Statement,,,,,0,,4396200,1481337,15349,92706,5985592,4079736,,1447419,,61186,607826,6134981,-149389,3500129,2358713,1141416,4033167,,,,,,,,,,,,,,,,460177,259025,60305,140847,,,,,636457,411693,121183,31213,,,,,155259,104445,24204,26610,89193,43142,19869,26182,,,,,10000,4836,2229,,28025,0,28025,0,1,119734,6027,33125,,,,,,,,,158886,119734,6027,33125,42878,23582,0,,96794,55563,17790,23441,,,,,,,,,87378,60775,,,52978,30869,9539,12570,,,,,15039,7274,3350,4415,,,,,36403,17609,8109,10685,29987,14504,6680,8803,16425,10478,2566,3381,Recognition Awards a,3756,1817,,,Insurance,0,0,0,0,Computer Expenses c,63042,58400,,,Agency Vehicle,12933,8407,647,3879,-46698,-29196,-8859,-8643,5334125,,339670,461186,,,,,
221904427_2010,221904427,,,2010,,,+ 4 07202 Elizabeth,,,ww.uwguc.org,6647031,,NJ,See Statement,,,,,0,,6338479,130869,14390,81000,6564738,4058123,,1475290,,,724910,6258323,306415,4196436,2210823,1985613,3968603,,,,89520,,,,,,,,,,,,617563,265029,197666,154868,,,,,500782,418015,46407,36360,,,,,213803,146674,37639,29490,,,,,,,,,10001,4292,3201,2508,,,,,222101,141623,49890,30588,,,,,,,,,222101,141623,49890,30588,60443,33243,0,,109063,60639,27151,21273,,,,,,,,,97448,,,,46476,25424,11804,9248,,,,,26907,25935,545,427,,,,,34929,14990,11180,8759,70623,30308,22605,17710,15468,10602,2728,2138,Recognition Awards a,573,246,183,144,Summit Area Office,55590,23857,17793,13940,Computer Expenses,24886,20026,2725,2135,Agency Vehicle,8454,3628,2706,2120,8796,3775,2815,2206,5372780,,486038,399505,,,,,
113519275_2009,113519275,EIN_113519275_YEAR_2009_FORMTYPE_990.pdf,,2009,"CHILD LIFE SOCIETY, INC.",E 1347 43rd STREET,BROOKLYN,NY,11219,ww.childlifesociety.org,242272,,,CHILD LIFE SOCIETY PROVIDES RELIEF FOR SICK CHILDREN AND THEIR FAMILIES.,,,1,,,0,242177,,95,,242272,32884,,63543,225297,,,225297,16975,,4217,19303,,,,,32884,32884,,,,,,,,,,,57000,,57000,,,,,,,,,,,,,,,,,,6543,,6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337,,,5337,,,,,,,,,,,,,,,,,,,,,,,,,MAILING COSTS,23289,,,23289,ADVERTISING,22438,,,22438,ADVERTISING c,20919,,1100,19819,COMPUTER EXPENSES,9000,,,9000,7358,,7358,34064,225297,32884,78466,113947,,,,,
363256096_2008,363256096,,,2008,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",30 NORTH LASALLE STREET 4300,CHICAGO,IL,60602,WWW.IFCJ.ORG,91549045,1983,IL,BUILDING BRIDGES OF MUTUAL UNDERSTANDING AND COOPERATION BETWEEN JEWS AND CHRISTIANS.,15,14,86,0,-5873,-5873,,40689,287857,-228739,84281498,50351786,7520199,,2183276,13045245,27164397,87219658,-2938160,16818490,4150031,12668459,20018933,,,,,,,,30332853,,,,,,,,1308052,1149282,33077,125693,,,,,,,,,765794,371707,305422,88665,747619,362885,298173,86561,463725,260754,152858,50113,1512720,777293,462728,272699,191735,175505,16230,,179900,137131,42769,,,,,,2183276,,,2183276,,,,,,,,,186332,186332,,,131295,26740,104450,105,341487,168107,99460,73920,,,,,611192,247008,274140,90044,,,,,,,,,311970,280773,,31197,,,,,,,,,,,,,18199,7580,7856,2763,TELEVISION AIRTIME a,9198555,7549216,200616,1448723,PRINTING & PUBLICATIONS,8411557,2921288,152612,5337657,POSTAGE & SHIPPING,3800327,1148346,91113,2560868,EDUCATION d PUBLIC,490570,436546,1883,52141,218183,75314,142869,94416,87219658,69502047,4672366,13045245,1,20,990,,
363256096_2009,363256096,EIN_363256096_YEAR_2009_FORMTYPE_990.pdf,,2009,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",30 NORTH LASALLE STREET 4300,CHICAGO,IL,60602,WWW.IFCJ.ORG,96504471,1983,IL,BUILDING BRIDGES OF UNDERSTANDING & COOPERATION BETWEEN JEWS & CHRISTIANS & SUPPORT FOR,15,14,88,0,-187,-187,94702694,36858,-81574,-23520,94634458,56300000,,8065653,3287237,11539551,28531635,96184525,-1550067,16063824,4609630,11454194,17637003,17637003,,,,,,,38662997,38662997,,,,,,,815543,413539,312193,89811,,,,,5225489,2649702,2000338,575449,612447,380048,129112,103287,951037,508113,361786,81138,461137,228011,175693,57433,989392,376845,456324,156223,98050,95297,2753,,99044,51989,47055,,,,,,3287237,,,3287237,,,,,,,,,325531,116206,30021,179304,146397,38812,103681,3904,767838,496422,164822,106594,,,,,594090,227111,282979,84000,376870,209933,166937,,,,,,25484,19469,5863,152,,,,,10000,,10000,,355056,140000,162056,53000,22665,9257,10033,3375,TELEVISION AIRTIME a,11019919,8676822,242131,2100966,PRINTING & PUBLICATIONS b,9537396,4546190,886618,4104588,POSTAGE & SHIPPING c,2893878,1183552,1177476,532850,PUBLIC EDUCATION,215478,191394,3844,20240,191415,62784,128631,,96184525,77128725,7516249,11539551,1,20,41079256,,
363256096_2010,363256096,EIN_363256096_YEAR_2010_FORMTYPE_990.pdf,,2010,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC. IFCJ",30 NORTH LASALLE STREET 4300,CHICAGO,IL,60602,WWW.IFCJ.ORG,98574540,1983,IL,BUILD BRIDGES OF UNDERSTANDING & COOPERATION BETWEEN JEWS & CHRISTIANS & SUPPORT FOR ISRAEL.,13,12,104,0,0,0,96424433,35126,293660,266369,97019588,56311624,0,,3975662,11571605,27080409,96626001,393587,17610801,5738879,11871922,18675000,18675000,,,,,,,37636624,37636624,,,,,,,895599,510287,305142,80170,,,,,6130290,3245425,2200161,684704,445130,277302,93873,73955,1287252,696305,487758,103189,500035,270234,190788,39013,,,,,66988,59041,7947,,84245,39555,44690,,,,,,3975662,,,3975662,,,,,1191434,408961,614309,168164,601244,214964,48024,338256,218227,79337,132329,6561,757613,149858,490305,117450,,,,,712752,266824,349033,96895,372370,206393,165977,,,,,,139387,139262,,125,,,,,,,,,362625,191977,130146,40502,29092,12095,12667,4330,PRINTING & PUBLICATIONS a,9161773,4966721,610522,3584530,TELEVISION AIRTIME b,8858689,7069517,112674,1676498,POSTAGE & SHIPPING,3222766,1471638,1221134,529994,PUBLIC EDUCATION,266536,236980,4539,25017,136013,45419,90594,26590,96626001,77521072,7533324,11571605,0,0,1767364,,
383695127_2008,383695127,,,2008,,,+ 4 tions. Milwaukee,WI,53202,www.SchoolchoicewI.org,904577,,,"The organization's primary purpose is to educate the public about the impact of educational choices in Milwaukee on parents, the community, public schools, and the State of WI. See our most significant activities at Part III, Lines 4a-c.",,,,,0,0,875800,,28777,,904577,18000,,647485,71255,117489,516865,1253605,-349028,1628496,62918,1565578,18000,18000,,,,,,,,,,,,,,,207548,176416,10377,20755,,,,,308205,277293,23539,7373,,,,,99277,80911,13687,4679,32455,28844,2223,1388,,,,,2255,0,2255,0,12221,0,12221,0,71255,,,71255,,,,,,,,,,,,,,,,,31480,27397,2307,1776,15160,14228,553,379,,,,,59294,51599,4563,3132,,,,11,,,,,2431,2431,0,0,,,,,,,,,2256,1963,174,119,2092,0,2092,0,maintenance a Equip,2133,1856,164,113,Program & project costs,324707,318198,0,6509,Bad debt expense c,50000,50000,0,0,Miscellaneous,336,0,336,0,,,,,1061625,,74491,,,,,,
383695127_2009,383695127,,,2009,,,+ 4 Milwaukee,WI,53202,ww.SchoolChoicewI.org,501985,,,"The organization's primary purpose is to educate the public about the impact of educational choices in Milwaukee on parents, the community, public schools, and the State of See our most significant activities at Part III, Lines 4a-c. WI.",,,,,0,0,494150,,7835,,501985,10500,,585021,31055,55915,269260,895836,-393851,1224258,,,10500,10500,,,,,,,,,,,,,,,216059,189051,16205,10803,,,,,263204,231322,25737,6145,,,,,77406,60323,13823,3260,28352,24938,2547,867,,,,,848,0,848,0,13290,0,13290,0,10000,10000,0,0,,,,,,,,,5000,5000,0,0,,,,,27509,23619,2734,1156,5985,5239,548,,,,,,60869,,,,8273,8113,0,160,,,,,3864,3864,0,0,,,,,,,,,1769,1529,176,64,2092,0,2092,0,Equip maintenance,382,330,38,14,Program & project costs,126062,126062,0,0,Miscellaneous,3317,3075,242,0,d,,,,,,,,,895836,755574,84347,55915,,,,,
383695127_2010,383695127,EIN_383695127_YEAR_2010_FORMTYPE_990.pdf,,2010,"School Choice Wisconsin, Inc.",,Milwaukee,WI,53202,SchoolChoiceWI.org,841605,2004,WI,". The organization's primary purpose is to educate the public about the impact of educational choices in Milwaukee on parents, the community, public schools, and the State of WI. See our most significant activities at Part III, Lines 4a-c.",3,4,5,6,0,,836200,,5018,,841218,,,451389,87683,136391,193926,732998,108220,1334523,54576,,,,,,,,,,,,,,,,,,197974,168278,9899,19797,,,,,164220,134404,22542,7274,,,,,69173,48853,15181,5139,20022,16512,2141,1369,,,,,,,,,13848,0,13848,0,21022,21022,0,0,87683,,,87683,,,,,6780,6652,0,128,,,,,24939,19630,3292,2017,6437,5248,710,479,,,,,61313,49992,6760,4561,5873,5455,0,418,,,,,2989,2989,0,0,,,,,,,,,1928,1572,213,143,2135,0,2135,0,Equip maintenance,410,335,45,30,Program & project costs,46444,39091,0,7353,c,,,,,d,,,,,-192,-375,183,0,732998,519658,76949,136391,,,,,
273444987_2020,273444987,EIN_273444987_YEAR_2020_FORMTYPE_990.pdf,,2020,MUSEUM OF THE BIBLE,7507 SW 44TH ST,,OK,73179,WWW.MUSEUMOFTHEBIBLE.OR,47333890,2010,OK,"THE MUSEUM OF THE BIBLE IS AN INNOVATIVE, GLOBAL AND EDUCATIONAL INSTITUTION WHOSE PURPOSE IS TO INVITE ALL PEOPLE TO ENGAGE WITH THE TRANSFORMATIVE POWER OF THE BIBLE. WE DO so THROUGH FOUR MAIN INITIATIVES: OUR PERMANENT MUSEUM IN WASHINGTON, D.C., TRAVELING EXHIBITIONS, EDUCATION AND RESEARCH. THESE ARE FURTHER DESCRIBED AT VWW.MUSEUMOFTHEBIBLE.ORG/MUSEUM/ABOUT-US.",3,4,5,6,290137,-105283,38182684,6733378,327645,-195896,45047811,1223910,0,21269762,744964,3937110,52966035,76204671,-31156860,475424526,36310740,439113786,1188130,1188130,,,15000,15000,,,20780,20780,,,,,,,1384894,1112232,209109,63553,452236,,452236,,16380712,10258439,5233360,888913,342980,213436,112417,17127,1259987,645166,560585,54236,1448953,946431,420426,82096,,,,,951673,235542,716131,,101174,,101174,,,,,,744964,,,744964,36278,,36278,,5188638,5071895,116743,,6812038,6795158,,16880,2974056,103390,2861935,8731,1772032,284384,1482677,4971,,,,,3095069,2483092,516520,95457,1021385,667844,178273,175268,,,,,,,,,277778,265307,12471,,,,,,21687194,21430875,243094,13225,890025,7508,882517,,SECURITY,4525941,4525941,,,BAD DEBT,2155851,399858,,1755993,SUPPLIES,518802,462783,48243,7776,EXHIBITS AND COLLECTION,111805,111805,,,846296,806702,31674,7920,76204671,58051698,14215863,3937110,0,0,20780,,
522075175_2020,522075175,EIN_522075175_YEAR_2020_FORMTYPE_990.pdf,,2020,FAMILY FAITH AND FREEDOM FOUNDATION,801 G STREET,,DC,20001,N/A,898000,1997,DC,"TO ADVANCE THE EXEMPT PURPOSE OF THE FAMILY RESEARCH COUNCIL, AN IRC SECTION (C)(3) ORGANIZATION DEDICATED TO REAFFIRMING AND PROMOTING THE TRADITIONAL FAMILY UNIT AND THE JUDEO-CHRISTIAN VALUE SYSTEM UPON WHICH IT IS BUILT.",3,4,5,6,0,0,340000,558000,0,0,898000,0,0,0,0,0,569826,569826,328174,20065259,9792350,10272909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322326,322326,,,,,,,,,,,,,,,,,,,,,,,247500,247500,,,,,,,a,,,,,b,,,,,c,,,,,d,,,,,,,,,569826,569826,0,0,,,,,
810235407_2008,810235407,,,2008,,1511 Poly Drive,Billings,MT,59102,a com,527,,,,990,,,,,,,20256247,,,111954,,,,680867,,,,,14402,62422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810235407_2010,810235407,EIN_810235407_YEAR_2010_FORMTYPE_990.pdf,,2010,Rocky Mountain College,1511 Poly Drive,Billings,MT,59102,www rocky edu,49622708,1947,MT,"Rocky Mountain College educates future leaders through liberal arts and professional programs that cultivate critical thinking, creative expression, ethical decision making, informed citizenship, and professional excellence",31,29,878,41,193359,-37621,4635494,21924351,456643,277257,27293745,8848268,0,11535383,1121,666161,7725736,28110508,-816763,48023766,14712805,33310961,0,,,,8848268,8848268,,,0,,,,0,,,,567245,297245,270000,,0,,,,8390234,7517831,462820,409583,309415,272784,23287,13344,1592804,806324,753793,32687,675685,577311,68740,29634,0,,,,47025,,47025,,43893,,43893,,0,,,,1121,,,1121,85312,,85312,,1007918,805978,197773,4167,148023,117450,16905,13668,1724279,1583750,12179,128350,285939,69727,210667,5545,0,,,,896550,763316,132814,420,853763,786948,41497,25318,0,,,,40860,30356,9949,555,554875,333066,221809,,0,,,,1407997,1407997,,,416789,197066,219534,189,Reallocate Indirect Costs,0,-151807,151807,,Other,37126,36626,500,,Memberships & Other Fees,141275,108072,31623,1580,Bad Debts,34112,,34112,,0,,,,28110508,24408308,3036039,666161,,0,63897,,
841123082_2008,841123082,,,2008,NEW HORIZONS FOUNDATION INC,4570 HILTON PARKWAY SUITE 203,,,,www EWHORIZONSFOUNDATION NET,17122393,1989,CO,"THE OBJECTIVE OF NEW HORIZONS FOUNDATION IS TO HELP INDIVIDUALS ACCOMPLISH THEIR CHARITABLE OBJECTIVES IN RELIGIOUS EDUCATIONAL, SCIENTIFIC, BENEVOLENT AND HEALTH RELATED ACTIVITIES",15,15,3,,0,,8042349,0,-3452,0,8038897,10153354,0,137135,0,,786440,11076929,-3038032,19233636,125819,19107817,8516742,8516742,,,223565,223565,,,1413047,1413047,,,,,,,12000,,12000,,,,,,87280,,,,18591,,18591,,12587,,12587,,6677,,6677,,,,,,145,,145,,21668,,21668,,,,,,,,,,97133,,97133,,15100,,15100,,,,,,,,,,,,,,,,,,40827,,40827,,,,,,,,,,6479,,6479,,,,,,,,,,6965,,6965,,4417,,4417,,BAD DEBT,561502,561502,,,OFFICE EXPENSES,7500,,7500,,TELEPHONE,5741,,5741,,TAXES PAID,5487,,5487,,5318,,5318,,,,,,,,,,
841123082_2009,841123082,,,2009,NEW HORIZONS FOUNDATION INC,4570 HILTON PARKWAY SUITE 203,SPRINGS,CO,80907,NEWHORIZONSFOUNDATIONNET,11817493,1989,CO,"THE OBJECTIVE OF NEW HORIZONS FOUNDATION IS TO HELP INDIVIDUALS ACCOMPLISH THEIR CHARITABLE OBJECTIVES IN RELIGIOUS, EDUCATIONAL SCIENTIFIC, BENEVOLENT AND HEALTH RELATED ACTIVITIES",14,14,3,,0,,4461249,0,-496811,0,3964438,6686604,0,132629,0,0,192631,7011864,-3047426,17798451,127154,17671297,5245551,5245551,,,358007,358007,,,1083046,1083046,,,,,,,12000,,12000,,,,,,89130,,89130,,14600,,14600,,10025,,10025,,6874,,6874,,,,,,,,,,14622,,14622,,,,,,,,,,81257,,81257,,,,,,,,,,,,,,,,,,,,,,43270,,43270,,,,,,,,,,6318,,6318,,,,,,,,,,6640,5794,846,,3981,,3981,,CONTRACT LABOR a,9297,,9297,,BANK SERVICE CHARGES,5525,,5525,,CONSULTING c,5216,,5216,,TELEPHONE,4744,,4744,,4738,,4738,,7011864,6692398,319466,0,,,,9,
841123082_2010,841123082,EIN_841123082_YEAR_2010_FORMTYPE_990.pdf,,2010,NEW HORIZONS FOUNDATION INC,4570 HILTON PARKWAY SUITE 203,COLORADO SPRINGS,CO,80907,www NEWHORIZONSFOUNDATION NET,12158631,1989,CO,"THE OBJECTIVE OF NEWHORIZONS FOUNDATION IS TO HELP INDIVIDUALS ACCOMPLISH THEIR CHARITABLE OBJECTIVES IN RELIGIO US EDUCATIONAL, SCIENTIFIC, BENEVOLENT AND HEALTH RELATED ACTIVITIES",13,12,4,,0,,4676118,0,859874,0,5535992,6107758,0,151076,0,0,172307,6431141,-895149,16695696,125705,16569991,4281776,4281776,,,405911,405911,,,1420071,1420071,,,,,,,13500,,13500,,,,,,102312,,102312,,13850,,13850,,13280,,13280,,8134,,8134,,,,,,,,,,10500,,10500,,,,,,,,,,77228,,77228,,,,,,,,,,,,,,,,,,,,,,29150,,29150,,,,,,,,,,5134,,5134,,,,,,,,,,770,,770,,4089,,4089,,OFFICE EXPENSES a,9993,,9993,,CONTRACT LABOR,5565,,5565,,BANK SERVICE CHARGES,5394,,5394,,TELEPHONE,5032,,5032,,4224,,4224,,6431141,6107758,323383,0,,,1420071,9,7
463250801_2020,463250801,EIN_463250801_YEAR_2020_FORMTYPE_990.pdf,,2020,RECONCILED WORLD INC,PO BOX 1131,,IL,60187,NWW.RECONCILEDWORLD.ORG,639394,2013,AZ,"Reconciled World, Inc. (RWI) exists to partner with churches and community-based organizations to promote social justice and economic development through application of doctrine from the Bible. RWI aims to to collaborate with and train other non-governmental organizations in its methodologies, including the importance of nurturing Biblical truth and addressing physical and spiritual needs in an integrated way. RWI creates programs that demonstrate the application of biblical doctrine to make significant impact in a variety of fields, including but not limited to: development of the economic potential of rural areas, vocational training, interventions for persons with disabilities, leadership development, and opposing violence against women.",3,4,5,6,0,,639320,0,74,0,639394,123798,0,418972,0,18072,193490,736260,-96866,287871,13320,274551,0,,,,0,,,,123798,123798,,,0,,,,0,,,,0,,,,389165,341018,37626,10521,0,,,,0,,,,29807,24842,2914,2051,0,,,,0,,,,22871,,22871,,0,,,,0,,,,0,,,,91764,68593,19270,3901,0,,,,565,422,143,,3745,1084,2216,445,0,,,,0,,,,51066,47288,2649,1129,0,,,,15894,15596,298,,0,,,,0,,,,0,,,,0,,,,COMMUNICATIONS,2975,2356,619,,OTHER,1421,1396,,25,DUES & SUBSCRIPTIONS,977,,977,,PAYROLL SERVICE FEES,948,,948,,1264,142,1122,,736260,626535,91653,18072,10,18,,,
351620996_2010,351620996,EIN_351620996_YEAR_2010_FORMTYPE_990.pdf,,2010,"Heartline Pregnancy Center, Inc.",1515 Provident Drive 180,Warsaw,IN,46580,,410373,,IN,"Pregnancy counseling, adolescent pregnancy prevention programs and child care programs for teens",9,9,34,15,0,0,410289,0,84,0,410373,0,0,283665,0,7620,143463,427128,-16755,77309,10494,66815,0,,,,0,,,,0,,,,0,,,,35428,,35428,,0,,,,248237,223413,24824,,0,,,,0,,,,0,,,,0,,,,1000,,1000,,650,,650,,0,,,,,,,,0,,,,0,,,,0,,,,28744,,28744,,0,,,,0,,,,28227,,28227,,5983,,5983,,0,,,,0,,,,0,,,,0,,,,8761,0,8761,0,10627,,10627,,"Printing, publications, etc",5524,,5524,,Fundraising,7620,,,7620,Client Assistance c,32731,32731,,,Staff Development,5977,,5977,,0,,7619,,427128,256144,163364,7620,,,,,
